시군명,인허가일자,사업장명,통합영업상태명,폐업일자,소재지시설전화번호,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,의료기관종별명,총면적
용인시,20070514,서울정형외과의원,영업/정상,,031-8005-7571,"경기도 용인시 기흥구 동백중앙로 273, 603호 (중동, 동백 훼미리프라자Ⅱ)",경기도 용인시 기흥구 중동 830번지 2호,17006,37.27701024,127.153433,의원,213534.4512,419461.8667,의원,401.8
용인시,20200506,서울제일내과의원,영업/정상,,031-216-8575,"경기도 용인시 수지구 광교중앙로 310, 신명프라자 201~202호 (상현동)",경기도 용인시 수지구 상현동 1131번지 3호,16943,37.29767502,127.0697534,의원,206114.8999,421744.8244,의원,175.84
용인시,20190401,서울지혜치과의원,폐업,20220218,031-262-2008,"경기도 용인시 수지구 성복2로76번길 26-3, 309호 (성복동)",경기도 용인시 수지구 성복동 740-1번지 드림타워 309호,16848,37.31528264,127.0807694,치과의원,207102.8211,423695.354,치과의원,107.24
용인시,19960516,서울치과의원,영업/정상,,031-262-6477,경기도 용인시 수지구 풍덕천로 155 (풍덕천동),경기도 용인시 수지구 풍덕천동 703번지,16832,37.3256726,127.0980508,치과의원,208625.2971,424863.6095,치과의원,101.6
용인시,20191115,서울편한내과의원,영업/정상,,031-302-7000,"경기도 용인시 기흥구 구성로 103, 멀티프라자 208호 (언남동)",경기도 용인시 기흥구 언남동 336번지 7호 멀티프라자,16918,37.2939104,127.1207716,의원,210637.1587,421340.4985,의원,235.1
용인시,20220308,서울플란트치과의원,영업/정상,,,경기 용인시 기흥구 용구대로 2384,,,,,치과의원,209506.5966,421921.9906,치과의원,245
용인시,20130827,서울피부과의원,폐업,20210730,031-335-9881,"경기도 용인시 처인구 금령로 116, 704호 (김량장동, 용인타워)",경기도 용인시 처인구  60번지 1호 용인타워 704호,17051,37.23522729,127.2092378,의원,218494.7617,414830.6705,의원,130.6
용인시,20180221,서울한스마일치과의원,영업/정상,,031-284-2280,"경기도 용인시 기흥구 기흥역로 9, 2층 201호 (구갈동, 기흥역 롯데캐슬 레이시티/주상복합)",경기도 용인시 기흥구 구갈동 227번지 32호 기흥역 롯데캐슬 레이시티/주상복합,17065,37.27437741,127.1152524,치과의원,210141.7096,419187.4908,치과의원,106.66
용인시,20050803,서울한의원,영업/정상,,031-898-1079,"경기도 용인시 기흥구 죽전로 57 (보정동, 호암빌딩)",경기도 용인시 기흥구 보정동 1208번지 4호,16898,37.320675,127.1150463,한의원,210132.9936,424311.7876,한의원,73.2
용인시,20050621,서울한치과의원,영업/정상,,031-896-7572,경기 용인시 수지구 현암로 153,,,,,치과의원,211121.4107,425555.5028,치과의원,141.75
용인시,20171113,서울함께웃는치과의원,영업/정상,,031-306-7528,"경기도 용인시 기흥구 한보라1로 8, 5층 503.504호 (보라동)",경기도 용인시 기흥구 보라동 573번지 6호 스카이프라자,17080,37.25400478,127.1094246,치과의원,209635.2557,416899.2267,치과의원,212.15
용인시,19870605,서울햇님소아청소년과의원,영업/정상,,031-261-6288,"경기도 용인시 기흥구 구성3로 38 (청덕동, 휴먼시아물푸레마을5단지아파트 B103호)",경기도 용인시 기흥구 청덕동 503번지 휴먼시아물푸레마을3단지아파트,16892,37.2958492,127.1503214,의원,213312.1318,421531.7867,의원,45
용인시,20200313,서울허브치과의원,영업/정상,,1668-2870,경기 용인시 기흥구 중부대로 242,,,,,치과의원,208094.1384,418489.2055,치과의원,290.83
용인시,19961231,서원치과의원,영업/정상,,031-337-2875,경기도 용인시 처인구 금령로 144 (마평동),경기도 용인시 처인구 마평동 625번지 5호,17154,37.23482899,127.2122381,치과의원,218763.5423,414789.503,치과의원,0
용인시,19960503,서인석치과의원,영업/정상,,031-262-8881,"경기도 용인시 수지구 정평로 138, 3층 (풍덕천동, 강남빌딩)",경기도 용인시 수지구 풍덕천동 706번지 3호 강남빌딩 3층,16837,37.325008,127.0953535,치과의원,208385.9769,424791.365,치과의원,73.73
용인시,20181011,서정형외과의원,영업/정상,,031-898-0700,경기 용인시 기흥구 죽전로 52,,,,,의원,210093.1474,424256.3156,의원,205.92
용인시,20130902,서천경희한의원,영업/정상,,031-204-7582,경기 용인시 기흥구 서천로127번길 3-3,,,,,한의원,206358.0941,414990.6346,한의원,112
용인시,20140123,서천프라임치과의원,영업/정상,,031-204-1675,경기도 용인시 기흥구 서천로127번길 3-3 (서천동),경기도 용인시 기흥구 서천동 814번지,17108,37.23683173,127.0724895,치과의원,206358.0941,414990.6346,치과의원,178
용인시,20160817,선데이치과의원,영업/정상,,031-299-2200,경기 용인시 수지구 신수로 767,,,,,치과의원,208910,426312,치과의원,411.16
용인시,20100607,선비뇨기과의원,영업/정상,,031-889-1313,"경기도 용인시 수지구 성복2로 51, B동 405호 (성복동, 데이파크)",경기도 용인시 수지구 성복동 89번지 데이파크 B동 405호,16849,37.3131086,127.0781809,의원,206896.7849,423481.4173,의원,101.2
용인시,19931124,선우이비인후과의원,폐업,20040809,031-263-8209,경기도 용인시 수지구 풍덕천로 149 (풍덕천동),경기도 용인시 수지구 풍덕천동 715-2번지,16837,37.3245377,127.097553,의원,,,의원,53.4
용인시,20120320,선유재한의원,영업/정상,,031)262-1275,경기 용인시 수지구 손곡로 95,,,,,한의원,208065.7181,425997.5714,한의원,109.19
용인시,20120820,선의원,폐업,20170326,031-695-1837,"경기도 용인시 수지구 포은대로 536, 7층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285번지,16896,37.324647,127.1068499,의원,209514.368,424782.5285,의원,162
용인시,20170307,선이고운여성의원,영업/정상,,031-265-1212,경기 용인시 수지구 만현로 110,,,,,의원,207423.6344,422761.1441,의원,296.27
용인시,20071116,선한의원,폐업,20090711,031-282-7588,"경기도 용인시 기흥구 신구로54번길 12 202호 (구갈동,대영빌딩)",경기도 용인시 기흥구 구갈동 403번지 1호 대영빌딩 202호,16971,37.276655,127.1107979,한의원,,,한의원,126.4
용인시,20111107,"선함의원(에스큐랩,SQ Lab)",영업/정상,,031-275-5522,경기 용인시 기흥구 동백중앙로 53-21,,,,,의원,214145.9115,417617.3979,의원,1610.85
용인시,20060516,섬기는한의원,영업/정상,,031-693-7377,경기 용인시 기흥구 동백중앙로 283,,,,,한의원,213551.0372,419536.0143,한의원,171.2
용인시,20110502,성광한의원,영업/정상,,031-283-1075,"경기도 용인시 기흥구 탑실로 116, 204호 (공세동, 탑실마을대주피오레2단지아파트상가)",경기도 용인시 기흥구 공세동 714번지 탑실마을 대주피오레2단지상가 204호,17084,37.2429911,127.1217158,한의원,210734.682,415691.1534,한의원,118.3
용인시,19970529,성다윗의원,폐업,20030414,,경기도 용인시 수지구 정든로 25 (죽전동),경기도 용인시 수지구 죽전동 484-14,16873,37.3279287,127.1145719,의원,,,의원,98.99
용인시,20160422,성덕한의원,폐업,20170210,031-285-9772,경기도 용인시 기흥구 평촌1로1번길 1-9 (동백동),,17001,,,한의원,,,한의원,129.93
용인시,19990511,성모고운이치과의원,폐업,,031-265-2267,경기 용인시 수지구 정든로6번길 2,경기도 용인시 수지구 죽전동 1088-5,16873,,,치과의원,,,치과의원,78
용인시,20040706,성모고운이치과의원,영업/정상,,031-265-2212,"경기도 용인시 수지구 정든로6번길 2, 3층 302호 (죽전동, 그린피아)",경기도 용인시 수지구 죽전동 452번지 그린피아 3층 302호,16873,37.3270924,127.1128219,치과의원,209914.1443,425009.322,치과의원,154.61
용인시,20170728,성모다솜의원,영업/정상,,031-204-3033,"경기도 용인시 기흥구 예현로35번길 2, 2층 201호 (서천동)",경기도 용인시 기흥구 서천동 366번지,17103,37.2437994,127.0666386,의원,205846.5706,415773.2998,의원,99
용인시,20000628,성모마취통증의학과의원,영업/정상,,031-265-9309,"경기도 용인시 수지구 풍덕천로 122, 401호 (풍덕천동, 하나로프라자)",경기도 용인시 수지구 풍덕천동 1080-9번지 하나로프라자 401호,16841,37.3224309,127.0955196,의원,208399.9998,424503.2154,의원,128.18
용인시,20220502,성모삼성마취통증의학과의원,영업/정상,,031-526-7501,경기 용인시 기흥구 한보라1로 8,,,,,의원,209635.2557,416899.2267,의원,206
용인시,20190809,성모서울치과의원,영업/정상,,031-526-7275,경기 용인시 처인구 금령로 102,,,,,치과의원,218355.1859,414857.8078,치과의원,131.7
용인시,20000215,성모웰피부과의원,영업/정상,,031-265-6015,"경기도 용인시 수지구 풍덕천로 119, 211일부,212호 (풍덕천동, 로얄스포츠센터)","경기도 용인시 수지구 풍덕천동 1078번지 수지로얄스포츠센터 2층 211호 일부,212호",16836,37.32284624,127.0944709,의원,208336.6443,424568.7818,의원,173.57
용인시,20060329,성모의원,폐업,20210407,031-336-7307,경기도 용인시 처인구 이동읍 이원로 494 (외1필지),경기도 용인시 처인구 이동읍 묵리 457번지 외1필지,17132,37.16795105,127.2384323,의원,221108.6039,407376.435,의원,308.67
용인시,20000417,성모이비인후과의원,영업/정상,,031-322-7575,"경기도 용인시 처인구 금령로 19, 2층 (김량장동)",경기도 용인시 처인구 김량장동 294번지 28호,17050,37.2349423,127.1983442,의원,217535.6579,414808.0625,의원,0
용인시,20050816,성모치과의원,영업/정상,,031-336-2833,경기도 용인시 처인구 이동읍 경기동로706번길 1,경기도 용인시 처인구 이동읍 송전리 609번지,17136,37.1382253,127.1979376,치과의원,217521.4171,404075.3346,치과의원,0
용인시,20070124,성모프라임내과의원,영업/정상,,031-8005-7582,"경기도 용인시 기흥구 동백중앙로 283, C동 509.510.511호 (중동, 골드프라자)",경기도 용인시 기흥구 중동 829번지,17006,37.27739859,127.1536906,의원,213551.0372,419536.0143,의원,264
용인시,20041013,성모플러스치과의원,영업/정상,,031-282-2870,"경기도 용인시 기흥구 강남동로 10, 강남피아 3층 301호 (구갈동)",경기도 용인시 기흥구 구갈동 594번지 강남피아,16978,37.27123669,127.1281491,치과의원,211297.5568,418817.9725,치과의원,186.22
용인시,20180726,성복365괜추나한의원,영업/정상,,031-272-3650,경기 용인시 수지구 성복2로 49,,,,,한의원,206995.6786,423516.1569,한의원,527.92
용인시,20121218,성복본한의원,영업/정상,,031-896-8028,경기 용인시 수지구 성복2로 162,,,,,한의원,206138.8193,424115.0205,한의원,78.2
용인시,20220224,성복상쾌한이비인후과의원,영업/정상,,031-263-2806,경기 용인시 수지구 포은대로313번길 7-16,,,,,의원,,,의원,108.14
용인시,20181016,성복서울아산소아청소년과의원,영업/정상,,031-276-7475,"경기도 용인시 수지구 성복2로 108-2, 웰스톤갤러리 2층 201호 (성복동)",경기도 용인시 수지구 성복동 139번지 웰스톤갤러리,16850,37.3157925,127.0746159,의원,206539.0734,423779.6077,의원,156.89
용인시,20100525,성복이안소아청소년과의원,영업/정상,,031-264-6001,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 214호~216호 (성복동)",경기도 용인시 수지구 성복동 67번지 6호 성복스퀘어/근린생활시설,16858,37.312621,127.0799176,의원,207019.0848,423412.9851,의원,149.67
용인시,20191206,성복정원치과의원,영업/정상,,031-265-7928,경기도 용인시 수지구 포은대로313번길 7-14 (풍덕천동),경기도 용인시 수지구 풍덕천동 576번지 16호,16846,37.31446576,127.0842838,치과의원,207402.1742,423611.4888,치과의원,175
용인시,20220328,성복퍼스트정형외과의원,영업/정상,,031-898-1535,경기 용인시 수지구 수지로 119,,,,,의원,206932.1908,423451.9346,의원,296.16
용인시,20150716,성복한의원,영업/정상,,031-264-3060,"경기도 용인시 수지구 성복2로 92, 라미엔느빌딩 303호 (성복동)",경기도 용인시 수지구 성복동 97번지 14호 라미엔느빌딩  303호,16850,37.31547982,127.0758594,한의원,206539.0734,423779.6077,한의원,150.42
용인시,20021128,성복한의원,폐업,20140529,031-276-5002,"경기도 용인시 수지구 성복2로 126 (성복동, 엘지빌리지3차상가 204호)",경기도 용인시 수지구 성복동 726번지 엘지빌리지3차상가 204호,16851,37.3181216,127.0727482,한의원,206383.5235,424022.557,한의원,62.66
용인시,20190826,성복행복한소아청소년과의원,영업/정상,,312620365,"경기도 용인시 수지구 포은대로313번길 7-14, 수정빌딩 3층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 576번지 16호 수정빌딩 3층 일부,16846,37.31440213,127.0842514,의원,207402.1742,423611.4888,의원,132.2
용인시,19950509,성빈한의원,영업/정상,,031-285-4018,경기도 용인시 기흥구 구성로 27 (마북동),경기도 용인시 기흥구 마북동 369번지 3호,16917,37.2948181,127.1125268,한의원,209911.7719,421442.5035,한의원,104.8
용인시,19790904,성심의원,폐업,20000924,031-281-1419,경기 용인시 처인구 이동읍 경기동로705번길 5,경기도 용인시 수지구 풍덕천동 78번지,16833,,,의원,,,의원,0
용인시,20050225,성안의원,영업/정상,,031-265-3699,"경기도 용인시 수지구 푸른솔로 87, 301호 (죽전동, 그랜드프라자)",경기도 용인시 수지구 죽전동 1259번지 1호 그랜드프라자 301호,16874,37.32620835,127.118318,의원,210414.2472,424919.0327,의원,82.5
용인시,20060504,성치과의원,폐업,20190307,031-338-2852,경기도 용인시 처인구 양지면 양지로 156,경기도 용인시 처인구 양지면 양지리 469번지 2호,17158,37.2341359,127.2853947,치과의원,225267.6229,414736.3156,치과의원,0
용인시,20020408,세란소아과의원,폐업,20030206,031-264-7588,"경기도 용인시 수지구 만현로 100 203호 (상현동,거묵프라자)",경기도 용인시 수지구 상현동 257-22 거묵프라자 203호,16930,37.3077613,127.084639,의원,,,의원,74.34
용인시,20040917,세림한의원,영업/정상,,031-286-7565,"경기도 용인시 기흥구 강남동로114번길 22, 203호 (상하동, 그린타워)",경기도 용인시 기흥구 상하동 633번지 3호,16981,37.27312202,127.1373213,한의원,212110.9644,419025.6548,한의원,90
용인시,20050929,세아치과의원,폐업,,,경기도 용인시 수지구 풍덕천로 108 준오빌딩 403262-3211 (풍덕천동),경기도 용인시 수지구 풍덕천동 1080-2 준오빌딩 403262-3211,16841,37.3218463,127.0942214,치과의원,,,치과의원,93.8
용인시,20060518,세아치과의원,폐업,20071107,031-262-3211,"경기도 용인시 수지구 풍덕천로 108 403호 (풍덕천동,준오빌딩)",경기도 용인시 수지구 풍덕천2동1080-2 준오빌딩 403호,16841,37.3218463,127.0942214,치과의원,,,치과의원,97.92
용인시,20201207,세인파라메딕의원,폐업,20211110,,"경기도 용인시 기흥구 흥덕1로 13, 흥덕IT밸리 A동 1층 0101호 (영덕동)",경기도 용인시 기흥구 영덕동 1005 흥덕IT밸리,16954,37.2707065,127.0675947,의원,205798.5769,418776.3979,의원,79.21
용인시,20131002,세종치과의원,폐업,20140331,031-276-7558,"경기도 용인시 수지구 현암로 76, 104호 (죽전동, 죽전프라자)",경기도 용인시 수지구 죽전동 305번지 2호 죽전프라자 104호,16872,37.3312326,127.1175444,치과의원,210350.986,425483.4345,치과의원,23.06
용인시,19970924,세현치과의원,폐업,20150526,031-263-4581,"경기도 용인시 수지구 용구대로2771번길 70, 301호 (죽전동)",경기도 용인시 수지구 죽전동 832번지 벽산상가 301호,16865,37.3363704,127.1056022,치과의원,209292.3713,426050.8593,치과의원,75.39
용인시,20171018,센텀내과의원,영업/정상,,031-285-1475,경기도 용인시 기흥구 구갈로 55 (구갈동),경기도 용인시 기흥구 구갈동 391번지 1호,16971,37.2789077,127.1106319,의원,209749.3918,419688.9699,의원,314.73
용인시,20181127,센트럴이비인후과의원,영업/정상,,031-8009-0209,"경기도 용인시 기흥구 기흥역로 63, 3층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234번지 힐스테이트 기흥,17065,37.27533201,127.1177629,의원,210428.5473,419112.7835,의원,108
용인시,20140401,센트럴치과의원,영업/정상,,031-215-2805,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티 C동 406,407호)",경기도 용인시 기흥구 영덕동 985번지 1호,16954,37.27591306,127.0715918,치과의원,206306.3019,419313.9552,치과의원,150.9
용인시,20220610,소나무정형외과의원,영업/정상,,031-333-0080,경기 용인시 처인구 포곡읍 포곡로 113,,,,,의원,219253.6704,418683.2848,의원,323.7
용인시,20030120,소담한의원,영업/정상,,031-284-1515,"경기도 용인시 기흥구 구갈로60번길 1, 202호 (구갈동, 오래메디칼센타)",경기도 용인시 기흥구 구갈동 352번지 4호,16972,37.27986378,127.1115358,한의원,209822.2486,419771.7531,한의원,94.5
용인시,20210601,소리성모이비인후과의원,영업/정상,,031-261-1233,경기 용인시 수지구 성복2로 37,,,,,의원,207033.6121,423423.525,의원,176
용인시,19950731,소망부부치과의원,폐업,20010131,,경기도 용인시 수지구 문인로31번길 7-56 (풍덕천동),경기도 용인시 수지구 풍덕천동 678-1,16829,37.3318426,127.1004959,치과의원,,,치과의원,77.74
용인시,20160121,소망정형외과의원,폐업,20210506,031-889-7582,"경기도 용인시 수지구 성복2로 230, 301호 (성복동, 성복빌딩)",경기도 용인시 수지구 성복동 409-1번지 성복빌딩 301호,16807,37.31993867,127.0622001,의원,205442.5837,424219.4484,의원,180.01
용인시,20010830,소망한의원,영업/정상,,031-307-4100,경기도 용인시 수지구 수지로296번길 47 (풍덕천동),경기도 용인시 수지구 풍덕천동 1080번지 1호,16841,37.32183713,127.0940964,한의원,208270.048,424426.6687,한의원,188.8
용인시,20101207,소명한의원,영업/정상,,309-6565,경기도 용인시 기흥구 상갈로29번길 12 (상갈동),경기도 용인시 기흥구 상갈동 120번지 202호,17067,37.26913025,127.1067072,한의원,209397.2558,418588.6881,한의원,130.61
용인시,20090218,소미치과의원,영업/정상,,031-262-2828,"경기도 용인시 수지구 만현로 110, 201호 (상현동,원희캐슬프라자 A)",경기도 용인시 수지구 상현1동 254번지 14호 원희캐슬프라자 A 201호,16930,37.3067342,127.0844687,치과의원,207423.6344,422761.1441,치과의원,157.95
용인시,20010416,소생한의원,폐업,20130927,031-334-1926,경기도 용인시 처인구 모현읍 오포로 104,경기도 용인시 처인구 모현읍 능원리 15번지 7호,16884,37.343061,127.1779834,한의원,215706.4311,426805.7905,한의원,0
용인시,20061117,소중한몸한의원,폐업,20070831,031-896-2004,경기도 용인시 수지구 성복2로 166 205호 (성복동),경기도 용인시 수지구 성복동 289-6  205호,16809,37.3177367,127.0683819,한의원,,,한의원,85.04
용인시,20100406,솔한의원,폐업,20111014,031-896-3533,"경기도 용인시 수지구 풍덕천로 149, 504호 (풍덕천동)",경기도 용인시 수지구 풍덕천1동 715번지 2호   504호,16837,37.3245377,127.097553,한의원,208580.7171,424737.7381,한의원,52.84
용인시,20020420,송승찬내과의원,영업/정상,,031-337-0195,"경기도 용인시 처인구 금령로13번길 20, 2층 (김량장동)",경기도 용인시 처인구 김량장동 314번지 12호 2층,17050,37.2365823,127.1982357,의원,217523.162,414979.741,의원,0
용인시,20020907,송영재소아과의원,폐업,20021111,031-261-1432,경기도 용인시 수지구 정평로 138 (풍덕천동),경기도 용인시 수지구 풍덕천동 706-3,16837,37.325008,127.0953535,의원,,,의원,71
용인시,20020401,송전한의원,영업/정상,,031-336-7582,경기도 용인시 처인구 이동읍 경기동로 690,경기도 용인시 처인구 이동읍 송전리 597번지 2호,17136,37.13958318,127.1967008,한의원,217405.1119,404215.0407,한의원,0
용인시,20140307,송한의원,영업/정상,,031-214-3356,"경기도 용인시 수지구 광교중앙로 316, 401호 (상현동, 시티하임)",경기도 용인시 수지구 상현동 1131번지 1호 시티하임 401호,16943,37.2980666,127.0698311,한의원,206126.5219,421797.3134,한의원,168
용인시,20081202,수강한의원,폐업,20100107,889-3377,"경기도 용인시 기흥구 죽전로 58 2층 (보정동,수강빌딩)",경기도 용인시기흥구 보정동 1265-4 수강빌딩2층,16898,37.3201795,127.1150456,한의원,,,한의원,235.8
용인시,20100108,수강한의원,영업/정상,,031-898-3738,경기 용인시 수지구 문정로 13,,,,,한의원,210093.1474,424256.3156,한의원,90.38
용인시,19951103,수강한의원,영업/정상,,031-263-7272,경기 용인시 기흥구 죽전로 52,,,,,한의원,208441.9623,424446.0244,한의원,73.43
용인시,20071106,수내과의원,영업/정상,,031-897-7971,"경기도 용인시 수지구 현암로 164, 306~308호 (죽전동, 신주프라자)",경기도 용인시 수지구 죽전동 1190번지 5호 신주프라자 306~308호,16880,37.3311775,127.1275189,의원,211234.919,425476.3767,의원,293.28
용인시,20040311,수소아과의원,폐업,20080102,031-265-7146,"경기도 용인시 수지구 만현로 110 A동 405호 (상현동,원희캐슬프라자)",경기도 용인시 수지구 상현동254-3원희캐슬A/405,16930,37.3067342,127.0844687,의원,,,의원,61
용인시,20080407,수연당한의원,폐업,20080428,031-896-8882,"경기도 용인시 수지구 현암로 105 2층 (죽전동,명지프라자)",경기도 용인시 수지구 죽전동1176-2 명지프라자 2층,16875,37.3318962,127.120795,한의원,,,한의원,85.07
용인시,20021209,수의원,영업/정상,,031-309-8275,"경기도 용인시 기흥구 사은로126번길 25, 202호 (보라동, 제일은행)",경기도 용인시 기흥구 보라동 555번지,17079,37.25404767,127.1198326,의원,210567.8492,416906.3389,의원,86.1
용인시,20040419,수이비인후과의원,영업/정상,,031-285-7470,"경기도 용인시 기흥구 구갈로 70, 402호 (구갈동, 메가타운)",경기도 용인시 기흥구 구갈동 352번지,16972,37.2804565,127.1116377,의원,209834.5205,419847.8279,의원,138
용인시,20101207,수인치과의원,영업/정상,,031-896-9075,"경기도 용인시 수지구 손곡로 100, 304호 (동천동,훼미리프라자)",경기도 용인시 수지구 동천동 944번지 훼미리프라자  304호,16823,37.3363186,127.0916097,치과의원,208053.0087,426045.0356,치과의원,156.4
용인시,20100318,수지21세기의원,영업/정상,,031-272-8995,"경기도 용인시 수지구 수지로 62, 2층 (상현동)",경기도 용인시 수지구 상현동 193번지 1호 2층,16859,37.3082624,127.0761118,의원,206682.1241,422930.0388,의원,223.29
용인시,20121210,수지365의원,폐업,20160718,031-261-4365,"경기도 용인시 수지구 신봉1로 175, 3층 303~305호 (신봉동, 진성프라자)",경기도 용인시 수지구 신봉동 260번지 1호 진성프라자3층 303~5호,16811,37.3283961,127.0677142,의원,206017.5505,425456.67,의원,303
용인시,20170228,수지OK경희한의원,영업/정상,,031-892-7575,"경기도 용인시 수지구 풍덕천로 154, 1층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 716-4번지 1층,16835,37.32441147,127.0983152,한의원,208644.633,424713.8129,한의원,78.89
용인시,20060511,수지W치과의원,폐업,,031-897-2803,"경기도 용인시 수지구 성복2로 17 103호 (성복동,수지골드프라자)",경기도 용인시 수지구 성복동 33-1 수지골드프라자 103호,16860,37.31071,127.081134,치과의원,,,치과의원,121.35
용인시,20080812,수지강한의원,영업/정상,,031-202-7175,경기 용인시 수지구 풍덕천로 118,,,,,한의원,208364.7783,424495.0027,한의원,170.74
용인시,19940126,수지경희한의원,영업/정상,,031-889-9881,경기 용인시 수지구 성복2로 51,,,,,한의원,206896.7849,423481.4173,한의원,101.16
용인시,20051025,수지구보건소,영업/정상,,031-324-8940,경기도 용인시 수지구 포은대로 435 (풍덕천동),경기도 용인시 수지구 풍덕천1동 720번지,16835,37.322096,127.0974145,보건소,208568.8624,424465.8463,보건소,2315.58
용인시,20060212,수지그린정형외과의원,영업/정상,,031-266-2792,"경기도 용인시 수지구 성복2로76번길 26-4, 105호,201호,202호 (성복동, 신봉샤르망2)",경기도 용인시 수지구 성복동 748번지 1호 신봉샤르망2,16848,37.31481293,127.0804899,의원,207063.2691,423645.9735,의원,288.66
용인시,20200903,수지길치과의원,영업/정상,,031-889-2872,"경기도 용인시 수지구 성복2로 17, 골드프라자1 113호 (성복동)",경기도 용인시 수지구 성복동 33-1 골드프라자1,16860,37.31074141,127.0812686,치과의원,207127.8095,423202.4889,치과의원,106.5
용인시,19981222,수지김안과의원,영업/정상,,031-264-7582,"경기도 용인시 수지구 풍덕천로 149, 5층 502호 (풍덕천동, 현대그린프라자)",경기도 용인시 수지구 풍덕천동 715번지 2호 현대그린프라자 5층 502호,16837,37.3245377,127.097553,의원,208580.7171,424737.7381,의원,83.83
용인시,20170510,수지더재활의학과의원,폐업,20180729,031-8002-5523,"경기도 용인시 수지구 손곡로 115, 4층 (동천동)",경기도 용인시 수지구 동천동 946-8번지 4층,16822,37.3353734,127.090435,의원,207946,425943,의원,167.47
용인시,20170222,수지드림안과의원,영업/정상,,031-896-8809,"경기도 용인시 수지구 신봉2로 2, 323호, 324호, 325(일부)호 (신봉동, 센트럴500)","경기도 용인시 수지구 신봉동 33번지 센트럴500 323호, 324호, 325(일부)호",16815,37.32317795,127.0779942,의원,206837.7047,424586.064,의원,272.03
용인시,20010604,수지드림치과의원,폐업,20111216,031-265-2829,경기도 용인시 수지구 풍덕천로 110 (풍덕천동),경기도 용인시 수지구 풍덕천동 1080-3,16841,37.3219272,127.0943795,치과의원,208300.8318,424449.3358,치과의원,133.62
용인시,20040416,수지맑은피부과의원,영업/정상,,031-264-5664,"경기도 용인시 수지구 만현로 110, A동 4층 403호 (상현동, 원희캐슬프라자)",경기도 용인시 수지구 상현동 254번지 14호 원희캐슬프라자 A동 4층 403호,16930,37.30676003,127.0846083,의원,207423.6344,422761.1441,의원,132
용인시,20220406,수지메디이음내과의원,영업/정상,,031-261-2280,경기 용인시 수지구 만현로 92,,,,,의원,207459.3936,422950.7614,의원,266.24
용인시,20040729,수지메디코아내과의원,폐업,20130626,031-272-2207,경기도 용인시 수지구 풍덕천로129번길 9 (풍덕천동),경기도 용인시 수지구 풍덕천1동 712번지 2호 수지코아 2층,16837,37.3238187,127.0952392,의원,208396.7135,424617.5327,의원,272.81
용인시,20020313,수지미래산부인과의원,영업/정상,,031-896-3333,경기 용인시 수지구 포은대로313번길 4,,,,,의원,207587.9641,423671.8655,의원,2156.32
용인시,20220809,수지미래의원,영업/정상,,031-263-1001,경기 용인시 수지구 정평로 144,,,,,의원,208442.6914,424833.8433,의원,1298.72
용인시,20150813,수지바른의원,폐업,20160830,031-265-0600,"경기도 용인시 수지구 상현로 7, 4층 (상현동, 송정빌딩)",경기도 용인시 수지구 상현동 354-12번지 송정빌딩 4층,16938,37.3028749,127.0750802,의원,206590.4998,422332.7997,의원,254.96
용인시,20200909,수지바름의원,영업/정상,,031-548-2157,"경기도 용인시 수지구 수지로 203, E 마트 지하2층 (신봉동)",경기도 용인시 수지구 신봉동 909 E 마트,16845,37.31976257,127.0833291,의원,207318.5729,424204.5818,의원,107.62
용인시,20190819,수지베스트내과의원,영업/정상,,312617777,"경기도 용인시 수지구 풍덕천로 127, 수지프라자 401호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 712번지 3호 수지프라자 401호,16837,37.3234112,127.0957471,의원,208410.8589,424599.1002,의원,272.39
용인시,20100122,수지본내과의원,영업/정상,,031-261-6888,"경기도 용인시 수지구 신봉1로 175, 402호 (신봉동, 진성프라자)",경기도 용인시 수지구 신봉동 260번지 1호 진성프라자 402호,16811,37.3283961,127.0677142,의원,206017.5505,425456.67,의원,112
용인시,20000226,수지부부치과의원,영업/정상,,031)265-7527~8,"경기도 용인시 수지구 풍덕천로96번길 3-7, 2층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1093번지 4호 2층,16841,37.32162834,127.0936687,치과의원,208232.9166,424404.8407,치과의원,74.4
용인시,20031203,수지비뇨기과의원,폐업,20060206,031-263-0052,"경기도 용인시 수지구 만현로 110 B동 405호 (상현동,원희캐슬프라자)",경기도 용인시 수지구 상현동 254-3 원희캐슬 B/405,16930,37.306761,127.084886,의원,,,의원,137.5
용인시,20190530,수지사랑내과의원,영업/정상,,031-548-2481,"경기도 용인시 수지구 수풍로 107, 208호 (동천동)",경기도 용인시 수지구 동천동 282번지 208호,16821,37.333173,127.0930729,의원,208182.657,425695.0885,의원,116.13
